metacell	metacell_annotation	color	metacell_top_cell_type	metacell_ann_cell_type	metacell_top_leiden	metacell_ann_leiden
mc.0056	gland_8	darkorange2	gland_8	gland_8|0.53;neurosecretory_progenitors|0.18;unknown_2|0.18	lc023	lc023|0.53;lc036|0.18;lc034|0.15
mc.0022	gland_8	darkorange2	gland_8	gland_8|1.00	lc027	lc027|0.61;lc029|0.39
mc.0030	gland_8	darkorange2	gland_8	gland_8|0.94	lc027	lc027|0.93
mc.0062	gland_8	darkorange2	gland_8	gland_8|1.00	lc029	lc029|0.98
mc.0069	gland_8	darkorange2	gland_8	gland_8|0.99	lc029	lc029|0.67;lc027|0.32
mc.0097	cnidocyte	mediumorchid2	cnidocyte	cnidocyte|1.00	lc034	lc034|0.93
mc.0112	neurosecretory_unknown	mediumorchid4	neurosecretory_unknown	neurosecretory_unknown|0.79;gland_8|0.13	lc049	lc049|0.79;lc023|0.13
mc.0104	immune	plum1	immune	immune|0.95	lc033	lc033|0.95
mc.0019	immune	plum1	immune	immune|0.89	lc033	lc033|0.89
mc.0001	germline_oocytes	khaki2	germline_oocytes	germline_oocytes|1.00	lc011	lc011|0.70;lc007|0.08;lc016|0.07;lc036|0.06
mc.0060	unknown_1	snow2	unknown_1	unknown_1|0.71;gastrodermis|0.28	lc024	lc024|0.71;lc004|0.07;lc012|0.07
mc.0072	unknown_1	snow2	unknown_1	unknown_1|0.91;epidermis|0.06	lc024	lc024|0.91;lc026|0.05
mc.0018	unknown_1	snow2	unknown_1	unknown_1|0.61;gastrodermis|0.21;neuron_Pou4|0.16	lc024	lc024|0.61;lc017|0.16;lc004|0.14;lc018|0.07
mc.0087	unknown_2	snow3	unknown_2	unknown_2|0.96	lc036	lc036|0.96
mc.0089	unknown_3	snow4	unknown_3	unknown_3|0.97	lc011	lc011|0.97
mc.0091	unknown_3	snow4	unknown_3	unknown_3|0.92	lc011	lc011|0.92
