Amil_Amillepora00270-RA	XP_044174864.1	XM_044318929.1	LOW_QUALITY_PROTEIN_endophilin-A2-like
Amil_Amillepora00271-RA	XP_029182242.2	XM_029326409.2	probable_U3_small_nucleolar_RNA-associated_protein_7
Amil_Amillepora00272-RA	XP_029182254.1	XM_029326421.2	40S_ribosomal_protein_S18
Amil_Amillepora00273-RA	XP_029182264.1	XM_029326431.2	kelch-like_protein_20
Amil_Amillepora00274-RA	XP_044174910.1	XM_044318975.1	steroid_17-alpha-hydroxylase/17,20_lyase-like
Amil_Amillepora00275-RA	XP_044174886.1	XM_044318951.1	steroid_17-alpha-hydroxylase/17,20_lyase-like
Amil_Amillepora00276-RA	XP_044174900.1	XM_044318965.1	steroid_17-alpha-hydroxylase/17,20_lyase-like
Amil_Amillepora00277-RA	XP_044174922.1	XM_044318987.1	protein_SCAI-like
Amil_Amillepora00278-RA	XP_044174930.1	XM_044318995.1	actin-related_protein_5-like
Amil_Amillepora00283-RA	XP_029182850.2	XM_029327017.2	pappalysin-1-like
Amil_Amillepora00285-RA	XP_044174972.1	XM_044319037.1	tRNA-dihydrouridine(16/17)_synthase_[NAD(P)(+)]-like
Amil_Amillepora00286-RA	XP_044174974.1	XM_044319039.1	xenotropic_and_polytropic_retrovirus_receptor_1_homolog
Amil_Amillepora00290-RA	XP_044174996.1	XM_044319061.1	laminin_subunit_gamma-1-like
Amil_Amillepora00296-RA	XP_029182537.2	XM_029326704.2	solute_carrier_family_49_member_4_homolog
Amil_Amillepora00297-RA	XP_044175013.1	XM_044319078.1	short_transient_receptor_potential_channel_5-like
Amil_Amillepora00303-RA	XP_044175027.1	XM_044319092.1	LOW_QUALITY_PROTEIN_short_transient_receptor_potential_channel_4-like
Amil_Amillepora00304-RA	XP_044175120.1	XM_044319185.1	short_transient_receptor_potential_channel_3-like
Amil_Amillepora00306-RA	XP_044175029.1	XM_044319094.1	short_transient_receptor_potential_channel_5-like
Amil_Amillepora00311-RA	XP_044175092.1	XM_044319157.1	uncharacterized_protein_y4mH-like
Amil_Amillepora00315-RA	XP_044175127.1	XM_044319192.1	short_transient_receptor_potential_channel_5-like
Amil_Amillepora00317-RA	XP_029182810.2	XM_029326977.2	short_transient_receptor_potential_channel_5-like_isoform_X1
Amil_Amillepora00318-RA	XP_044175036.1	XM_044319101.1	short_transient_receptor_potential_channel_5-like
Amil_Amillepora00320-RA	XP_044175155.1	XM_044319220.1	short_transient_receptor_potential_channel_3-like
Amil_Amillepora00321-RA	XP_029182529.2	XM_029326696.2	short_transient_receptor_potential_channel_5-like
Amil_Amillepora00323-RA	XP_044175168.1	XM_044319233.1	solute_carrier_family_49_member_4_homolog
Amil_Amillepora00329-RA	XP_044175181.1	XM_044319246.1	laminin_subunit_gamma-1-like
Amil_Amillepora00331-RA	XP_044175189.1	XM_044319254.1	LOW_QUALITY_PROTEIN_uncharacterized_protein_LOC114951258
Amil_Amillepora00332-RA	XP_029182155.2	XM_029326322.2	xenotropic_and_polytropic_retrovirus_receptor_1_homolog
Amil_Amillepora00334-RA	XP_044175218.1	XM_044319283.1	tRNA-dihydrouridine(16/17)_synthase_[NAD(P)(+)]-like_isoform_X1
Amil_Amillepora00337-RA	XP_029182934.2	XM_029327101.2	protein_SMG7-like
Amil_Amillepora00338-RA	XP_044175227.1	XM_044319292.1	pappalysin-1-like
Amil_Amillepora00340-RA	XP_044175255.1	XM_044319320.1	actin-related_protein_5-like
Amil_Amillepora00344-RA	XP_044165928.1	XM_044309993.1	uncharacterized_protein_LOC114950533
Amil_Amillepora00345-RA	XP_044183209.1	XM_044327274.1	uncharacterized_protein_LOC122963888
Amil_Amillepora00346-RA	XP_044182586.1	XM_044326651.1	uncharacterized_protein_LOC122963246
Amil_Amillepora00348-RA	XP_029213891.2	XM_029358058.2	uncharacterized_protein_LOC114977376
Amil_Amillepora00362-RA	XP_029201810.2	XM_029345977.2	heparan_sulfate_glucosamine_3-O-sulfotransferase_1-like
Amil_Amillepora00370-RA	XP_029191391.2	XM_029335558.2	uncharacterized_protein_LOC114957965
Amil_Amillepora00372-RA	XP_044166033.1	XM_044310098.1	uncharacterized_protein_LOC122950009
Amil_Amillepora00382-RA	XP_044166088.1	XM_044310153.1	uncharacterized_protein_LOC114948249
Amil_Amillepora00386-RA	XP_029180667.2	XM_029324834.2	uncharacterized_protein_LOC114948256
Amil_Amillepora00395-RA	XP_044166131.1	XM_044310196.1	uncharacterized_protein_LOC122950090
Amil_Amillepora00401-RA	XP_044179392.1	XM_044323457.1	uncharacterized_protein_LOC122960897
Amil_Amillepora00409-RA	XP_044182417.1	XM_044326482.1	uncharacterized_protein_LOC114948204
Amil_Amillepora00413-RA	XP_044179310.1	XM_044323375.1	LOW_QUALITY_PROTEIN_uncharacterized_protein_LOC122960848
Amil_Amillepora00424-RA	XP_044175437.1	XM_044319502.1	uncharacterized_protein_LOC122958576
Amil_Amillepora00425-RA	XP_044172704.1	XM_044316769.1	peritrophin-1-like
Amil_Amillepora00427-RA	XP_044175454.1	XM_044319519.1	neuropeptide_receptor_22-like
Amil_Amillepora00431-RA	XP_029182362.2	XM_029326529.2	A_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_6-like
Amil_Amillepora00434-RA	XP_029182077.1	XM_029326244.2	proline_and_serine-rich_protein_1-like
Amil_Amillepora00435-RA	XP_044175504.1	XM_044319569.1	ATP-dependent_DNA_helicase_Q5-like_isoform_X1
Amil_Amillepora00436-RA	XP_044175547.1	XM_044319612.1	protein-associating_with_the_carboxyl-terminal_domain_of_ezrin-like_isoform_X1
Amil_Amillepora00441-RA	XP_044175558.1	XM_044319623.1	protein-associating_with_the_carboxyl-terminal_domain_of_ezrin-like_isoform_X1
Amil_Amillepora00443-RA	XP_044175568.1	XM_044319633.1	ATP-dependent_DNA_helicase_Q5-like_isoform_X1
Amil_Amillepora00444-RA	XP_044175583.1	XM_044319648.1	proline_and_serine-rich_protein_1-like
Amil_Amillepora00445-RA	XP_029182080.2	XM_029326247.2	V-type_proton_ATPase_subunit_G-like
Amil_Amillepora00450-RA	XP_044175624.1	XM_044319689.1	neuropeptide_receptor_22-like
Amil_Amillepora00451-RA	XP_029182707.2	XM_029326874.2	ribonuclease_P_protein_subunit_p30-like
Amil_Amillepora00452-RA	XP_029182716.2	XM_029326883.2	peritrophin-1-like
Amil_Amillepora00453-RA	XP_029183073.2	XM_029327240.2	uncharacterized_protein_LOC114951051
Amil_Amillepora00457-RA	XP_029183052.1	XM_029327219.2	abasic_site_processing_protein_HMCES-like
Amil_Amillepora00458-RA	XP_029183061.1	XM_029327228.2	cilia-_and_flagella-associated_protein_77-like
Amil_Amillepora00461-RA	XP_029182727.2	XM_029326894.2	negative_elongation_factor_E-like
Amil_Amillepora00463-RA	XP_029182738.2	XM_029326905.2	uncharacterized_protein_LOC114950765_isoform_X1
Amil_Amillepora00466-RA	XP_029183186.2	XM_029327353.2	uncharacterized_protein_LOC114951143
Amil_Amillepora00468-RA	XP_029182631.2	XM_029326798.2	uncharacterized_protein_LOC114950653
Amil_Amillepora00469-RA	XP_044175706.1	XM_044319771.1	protein_CutA_homolog
Amil_Amillepora00478-RA	XP_044175707.1	XM_044319772.1	leucine-rich_repeat-containing_G-protein_coupled_receptor_6-like_isoform_X1
Amil_Amillepora00491-RA	XP_029182228.2	XM_029326395.2	transmembrane_protein_223-like
Amil_Amillepora00499-RA	XP_029182549.2	XM_029326716.2	hemicentin-1-like
Amil_Amillepora00502-RA	XP_029182501.2	XM_029326668.2	hamartin-like
Amil_Amillepora00507-RA	XP_044172720.1	XM_044316785.1	5-deoxynucleotidase_HDDC2-like
Amil_Amillepora00508-RA	XP_029182820.2	XM_029326987.2	uncharacterized_protein_LOC114950837
Amil_Amillepora00509-RA	XP_044175826.1	XM_044319891.1	uncharacterized_protein_LOC122958821
Amil_Amillepora00510-RA	XP_044175843.1	XM_044319908.1	aminoacyl_tRNA_synthase_complex-interacting_multifunctional_protein_1-like
Amil_Amillepora00511-RA	XP_044175835.1	XM_044319900.1	probable_ATP-dependent_helicase_PF08_0048
Amil_Amillepora00514-RA	XP_044175854.1	XM_044319919.1	AP-3_complex_subunit_mu-1-like
Amil_Amillepora00515-RA	XP_029182585.2	XM_029326752.2	probable_ATP-dependent_helicase_PF08_0048
Amil_Amillepora00516-RA	XP_029182597.2	XM_029326764.2	aminoacyl_tRNA_synthase_complex-interacting_multifunctional_protein_1-like_isoform_X1
Amil_Amillepora00518-RA	XP_044175873.1	XM_044319938.1	uncharacterized_protein_LOC114950531
Amil_Amillepora00521-RA	XP_029183325.2	XM_029327492.2	5-deoxynucleotidase_HDDC2-like
Amil_Amillepora00529-RA	XP_029182197.2	XM_029326364.2	tubulin_polyglutamylase_TTLL11-like
Amil_Amillepora00533-RA	XP_044175919.1	XM_044319984.1	uncharacterized_protein_LOC114950200
Amil_Amillepora00540-RA	XP_044175943.1	XM_044320008.1	ethylmalonyl-CoA_decarboxylase-like
Amil_Amillepora00542-RA	XP_044175942.1	XM_044320007.1	McKusick-Kaufman/Bardet-Biedl_syndromes_putative_chaperonin-like
Amil_Amillepora00543-RA	XP_029209865.2	XM_029354032.2	putative_nuclease_HARBI1
Amil_Amillepora00552-RA	XP_044175980.1	XM_044320045.1	dimethylaniline_monooxygenase_[N-oxide-forming]_3-like
Amil_Amillepora00555-RA	XP_044175978.1	XM_044320043.1	flavin-containing_monooxygenase_FMO_GS-OX-like_3
Amil_Amillepora00556-RA	XP_029183376.2	XM_029327543.2	caspase-9
Amil_Amillepora00561-RA	XP_029183405.2	XM_029327572.2	senecionine_N-oxygenase-like
Amil_Amillepora00564-RA	XP_044176037.1	XM_044320102.1	CAP-Gly_domain-containing_linker_protein_3-like_isoform_X1
Amil_Amillepora00566-RA	XP_044175963.1	XM_044320028.1	ankyrin_repeat_and_EF-hand_domain-containing_protein_1-like_isoform_X1
Amil_Amillepora00568-RA	XP_029182347.2	XM_029326514.2	peptidyl-prolyl_cis-trans_isomerase-like_1
Amil_Amillepora00569-RA	XP_029182286.2	XM_029326453.2	McKusick-Kaufman/Bardet-Biedl_syndromes_putative_chaperonin-like_isoform_X2
Amil_Amillepora00570-RA	XP_029182355.2	XM_029326522.2	probable_28S_ribosomal_protein_S16,_mitochondrial
Amil_Amillepora00571-RA	XP_029182330.2	XM_029326497.2	ethylmalonyl-CoA_decarboxylase-like
Amil_Amillepora00576-RA	XP_029182311.2	XM_029326478.2	transmembrane_protein_115-like
Amil_Amillepora00579-RA	XP_044176103.1	XM_044320168.1	uncharacterized_protein_LOC122959107
Amil_Amillepora00580-RA	XP_044166265.1	XM_044310330.1	uncharacterized_protein_LOC122950256
Amil_Amillepora00582-RA	XP_044176112.1	XM_044320177.1	uncharacterized_protein_LOC122959113
Amil_Amillepora00586-RA	XP_044184818.1	XM_044328883.1	uncharacterized_protein_K02A2.6-like
Amil_Amillepora00609-RA	XP_029182936.2	XM_029327103.2	uncharacterized_protein_LOC114950932
Amil_Amillepora00610-RA	XP_029182925.2	XM_029327092.2	ubiquitin-conjugating_enzyme_E2_variant_2-like
Amil_Amillepora00611-RA	XP_044176214.1	XM_044320279.1	LOW_QUALITY_PROTEIN_dynein_axonemal_heavy_chain_5-like
Amil_Amillepora00612-RA	XP_044176225.1	XM_044320290.1	uncharacterized_protein_LOC122959170
Amil_Amillepora00613-RA	XP_044176219.1	XM_044320284.1	uncharacterized_protein_LOC114960797
Amil_Amillepora00617-RA	XP_044175001.1	XM_044319066.1	uncharacterized_protein_LOC122958217
Amil_Amillepora00621-RA	XP_044176237.1	XM_044320302.1	uncharacterized_protein_LOC122959177
Amil_Amillepora00622-RA	XP_044176252.1	XM_044320317.1	uncharacterized_protein_LOC122959183
Amil_Amillepora00633-RA	XP_044176266.1	XM_044320331.1	uncharacterized_protein_LOC114960803
Amil_Amillepora00635-RA	XP_044176309.1	XM_044320374.1	uncharacterized_protein_LOC122959215
Amil_Amillepora00648-RA	XP_029195125.2	XM_029339292.2	LOW_QUALITY_PROTEIN_pre-mRNA-splicing_factor_ATP-dependent_RNA_helicase_PRP16-like
Amil_Amillepora00649-RA	XP_029195138.2	XM_029339305.2	flavin-containing_monooxygenase_FMO_GS-OX-like_4_isoform_X1
Amil_Amillepora00650-RA	XP_029195141.1	XM_029339308.2	60S_ribosomal_protein_L14-like
Amil_Amillepora00651-RA	XP_029205847.2	XM_029350014.2	uncharacterized_protein_LOC114969678
Amil_Amillepora00652-RA	XP_029206210.2	XM_029350377.2	uncharacterized_protein_LOC114970019
Amil_Amillepora00655-RA	XP_044176337.1	XM_044320402.1	uncharacterized_protein_LOC114970026
Amil_Amillepora00658-RA	XP_029204956.1	XM_029349123.2	CTD_nuclear_envelope_phosphatase_1A-like
Amil_Amillepora00659-RA	XP_029204930.2	XM_029349097.2	dystrobrevin_beta-like_isoform_X1
Amil_Amillepora00663-RA	XP_029207312.2	XM_029351479.2	uncharacterized_protein_LOC114970977
Amil_Amillepora00666-RA	XP_044176412.1	XM_044320477.1	rootletin-like
Amil_Amillepora00668-RA	XP_029207292.2	XM_029351459.2	E3_ubiquitin-protein_ligase_MARCHF1-like_isoform_X2
Amil_Amillepora00669-RA	XP_029207319.2	XM_029351486.2	rootletin-like_isoform_X1
Amil_Amillepora00670-RA	XP_029207313.2	XM_029351480.2	octopamine_receptor_Oamb-like_isoform_X1
Amil_Amillepora00672-RA	XP_029207308.1	XM_029351475.2	cholinesterase_1-like
Amil_Amillepora00675-RA	XP_044176547.1	XM_044320612.1	uncharacterized_protein_LOC122959323
Amil_Amillepora00680-RA	XP_044176604.1	XM_044320669.1	LOW_QUALITY_PROTEIN_uncharacterized_protein_LOC114970982
Amil_Amillepora00690-RA	XP_029184180.2	XM_029328347.2	uncharacterized_protein_LOC114952360
Amil_Amillepora00691-RA	XP_044181786.1	XM_044325851.1	uncharacterized_protein_LOC114950657
Amil_Amillepora00705-RA	XP_044176706.1	XM_044320771.1	latent-transforming_growth_factor_beta-binding_protein_1-like
Amil_Amillepora00706-RA	XP_044173233.1	XM_044317298.1	uncharacterized_protein_LOC122957276
Amil_Amillepora00710-RA	XP_029207093.2	XM_029351260.2	monocarboxylate_transporter_10-like
Amil_Amillepora00711-RA	XP_029207092.2	XM_029351259.2	vigilin-like
Amil_Amillepora00712-RA	XP_029207106.2	XM_029351273.2	uncharacterized_protein_LOC114970800
Amil_Amillepora00714-RA	XP_029207086.1	XM_029351253.2	cell_division_control_protein_42_homolog
Amil_Amillepora00715-RA	XP_029207088.1	XM_029351255.2	cell_division_control_protein_42_homolog
Amil_Amillepora00721-RA	XP_044176785.1	XM_044320850.1	60S_ribosome_subunit_biogenesis_protein_NIP7_homolog
Amil_Amillepora00723-RA	XP_044176801.1	XM_044320866.1	uncharacterized_protein_DDB_G0287625-like
Amil_Amillepora00724-RA	XP_044176812.1	XM_044320877.1	uncharacterized_protein_LOC114951057
Amil_Amillepora00725-RA	XP_044184531.1	XM_044328596.1	uncharacterized_protein_LOC114970804
Amil_Amillepora00726-RA	XP_044176843.1	XM_044320908.1	ATP-dependent_RNA_helicase_DDX19A-like
Amil_Amillepora00727-RA	XP_044176831.1	XM_044320896.1	uncharacterized_protein_LOC122959547
Amil_Amillepora00728-RA	XP_044176836.1	XM_044320901.1	ATP-dependent_RNA_helicase_DBP5-like
