Hvul_v3_XM_047270982.1	ENSP00000454646.1	36.7	414	247	5	43	447	46	453	1.0e-68	260.0
Hvul_v3_XM_047271056.1	ENSP00000011619.3	49.1	588	249	11	6	553	150	727	1.0e-150	532.7
Hvul_v3_XM_047271233.1	ENSP00000345282.4	48.5	425	214	4	5	424	98	522	9.6e-117	419.5
Hvul_v3_XM_047271275.1	ENSP00000345282.4	53.3	475	217	4	41	510	48	522	6.9e-146	516.5
Hvul_v3_XM_047279778.1	ENSP00000349708.4	28.2	131	90	2	188	314	895	1025	5.3e-07	54.7
Hvul_v3_XM_012708997.2	ENSP00000312304.4	29.5	234	154	7	2	230	18	245	1.3e-19	95.9
Hvul_v3_XM_012708996.2	ENSP00000312304.4	31.0	197	126	6	8	199	18	209	9.4e-21	99.8
Hvul_v3_XM_002164057.4	ENSP00000361812.1	47.3	148	76	2	4	149	3	150	2.5e-35	147.5
Hvul_v3_XM_002157248.4	ENSP00000328694.6	42.4	177	101	1	43	219	64	239	2.2e-40	164.9
Hvul_v3_XM_047279812.1	ENSP00000349708.4	23.3	210	150	7	238	440	878	1083	4.5e-09	62.0
Hvul_v3_XM_012698112.2	ENSP00000297837.6	25.4	335	185	13	203	492	255	569	7.7e-13	75.1
Hvul_v3_XM_002160418.4	ENSP00000385927.3	53.9	180	83	0	96	275	119	298	1.7e-53	208.8
Hvul_v3_XM_047279830.1	ENSP00000337034.4	29.5	149	91	4	112	255	516	655	8.2e-11	67.0
Hvul_v3_XM_002160704.4	ENSP00000391869.3	27.3	209	145	2	1	208	1	203	1.6e-14	79.0
Hvul_v3_XM_012698114.2	ENSP00000310998.3	43.1	318	157	5	18	330	28	326	4.4e-66	251.1
Hvul_v3_XM_002156653.4	ENSP00000327179.7	30.7	698	430	19	1	656	1	686	2.2e-80	299.3
Hvul_v3_XM_002153768.4	ENSP00000365950.3	39.0	100	55	2	5	102	6	101	1.0e-12	73.2
Hvul_v3_XM_002153837.3	ENSP00000290231.6	43.1	109	62	0	251	359	198	306	2.6e-20	99.4
Hvul_v3_XM_047273275.1	ENSP00000312185.4	41.0	736	394	12	1	708	1	724	5.4e-157	553.9
Hvul_v3_XM_002161824.4	ENSP00000341289.4	99.3	439	3	0	1	439	1	439	4.1e-259	892.5
Hvul_v3_XM_002160279.4	ENSP00000341289.4	95.6	435	19	0	1	435	1	435	1.1e-248	857.8
Hvul_v3_XM_047273477.1	ENSP00000341289.4	87.0	416	54	0	34	449	20	435	3.6e-215	746.5
Hvul_v3_XM_002161877.4	ENSP00000341289.4	97.0	439	13	0	1	439	1	439	8.7e-254	874.8
Hvul_v3_XM_004211299.1	ENSP00000380872.2	31.6	256	134	5	8	224	105	358	2.1e-25	115.2
Hvul_v3_XM_004209106.1	ENSP00000331643.5	29.9	331	203	8	131	453	133	442	1.0e-31	137.1
Hvul_v3_XM_002162343.3	ENSP00000355325.6	77.6	205	46	0	67	271	54	258	4.8e-93	340.1
Hvul_v3_XM_012705311.2	ENSP00000498303.1	42.2	483	257	8	6	483	7	472	4.2e-100	364.4
Hvul_v3_XM_047274642.1	ENSP00000457512.2	23.5	1130	644	32	179	1167	13	1063	1.2e-68	261.2
Hvul_v3_XM_004210315.3	ENSP00000363621.3	22.4	326	207	13	8	297	2	317	7.7e-05	47.4
Hvul_v3_XM_047274945.1	ENSP00000465194.1	62.2	82	30	1	37	117	1	82	4.0e-17	86.7
Hvul_v3_XM_002157937.4	ENSP00000356355.4	79.9	269	54	0	58	326	28	296	2.4e-131	467.6
Hvul_v3_XM_012699712.2	ENSP00000457512.2	39.0	397	227	8	781	1171	645	1032	4.1e-80	299.3
Hvul_v3_XM_047275184.1	ENSP00000314030.5	53.7	428	177	7	2	427	4	412	1.4e-107	389.0
Hvul_v3_XM_002162095.4	ENSP00000358164.1	72.3	112	30	1	48	159	16	126	2.5e-38	157.5
Hvul_v3_XM_002163267.3	ENSP00000297316.4	48.1	79	41	0	33	111	65	143	5.6e-17	87.4
Hvul_v3_XM_012698065.2	ENSP00000341815.7	46.8	79	42	0	33	111	82	160	2.1e-16	85.5
Hvul_v3_XM_012704654.2	ENSP00000307889.5	63.5	197	72	0	4	200	6	202	1.3e-63	241.9
Hvul_v3_XM_047275816.1	ENSP00000323879.4	57.6	99	41	1	74	172	145	242	7.6e-32	137.1
Hvul_v3_XM_047279857.1	ENSP00000330218.1	48.0	75	39	0	50	124	46	120	2.2e-15	82.0
Hvul_v3_XM_004208072.2	ENSP00000496876.1	27.5	109	73	3	125	231	476	580	1.8e-03	42.4
Hvul_v3_XM_047276055.1	ENSP00000330218.1	52.1	71	34	0	45	115	48	118	1.8e-14	79.0
Hvul_v3_XM_002166196.4	ENSP00000223073.1	32.8	582	322	13	208	743	44	602	1.6e-60	233.8
Hvul_v3_XM_002162575.4	ENSP00000389176.2	40.6	320	177	4	14	321	12	330	3.9e-65	247.7
Hvul_v3_XM_047276541.1	ENSP00000205061.5	36.4	1083	645	19	54	1107	112	1179	7.8e-211	733.4
Hvul_v3_XM_047276706.1	ENSP00000483830.1	25.6	219	132	7	48	249	391	595	9.9e-08	57.8
Hvul_v3_XM_002164029.4	ENSP00000377074.2	67.6	68	22	0	82	149	17	84	2.2e-22	107.5
Hvul_v3_XM_004208771.2	ENSP00000337034.4	36.3	135	85	1	88	221	525	659	3.2e-20	98.2
Hvul_v3_XM_047277294.1	ENSP00000252804.4	32.4	601	324	17	742	1295	742	1307	2.7e-67	256.9
Hvul_v3_XM_002163482.4	ENSP00000239690.4	28.3	586	368	18	4	552	9	579	4.6e-50	198.4
Hvul_v3_XM_002161161.4	ENSP00000253457.3	37.5	208	108	3	3	193	4	206	4.6e-37	153.7
Hvul_v3_XM_047277791.1	ENSP00000378965.3	44.9	521	253	7	4	492	18	536	9.1e-119	426.4
Hvul_v3_XM_047278006.1	ENSP00000484808.1	33.7	83	51	2	217	296	178	259	4.3e-06	52.8
Hvul_v3_XM_002155525.4	ENSP00000268797.7	39.3	392	229	3	1	391	1	384	3.2e-77	288.1
Hvul_v3_XM_004207224.3	ENSP00000489573.1	28.2	326	190	12	57	347	230	546	9.5e-19	94.4
Hvul_v3_XM_047279319.1	ENSP00000347206.4	37.1	412	235	5	1	395	1	405	1.1e-67	256.9
Hvul_v3_XM_012699973.2	ENSP00000457230.1	52.5	394	181	3	11	399	12	404	2.3e-99	361.7
Hvul_v3_XM_047279690.1	ENSP00000229239.5	73.1	334	88	2	2	335	4	335	3.3e-136	483.8
Hvul_v3_XM_012708327.2	ENSP00000314992.4	27.2	169	105	6	134	293	152	311	5.3e-08	57.8
Hvul_v3_XM_047279851.1	ENSP00000325448.5	71.3	527	144	4	84	606	89	612	2.3e-228	790.8
Hvul_v3_XM_012700111.2	ENSP00000290209.5	52.7	1030	427	15	65	1046	82	1099	6.7e-289	992.6
Hvul_v3_XM_047281664.1	ENSP00000223210.4	21.7	612	392	19	53	654	537	1071	6.1e-18	92.0
Hvul_v3_XM_047281669.1	ENSP00000317743.3	27.3	143	93	2	9	141	72	213	3.4e-07	54.3
Hvul_v3_XM_002155132.3	ENSP00000358515.4	29.4	496	333	11	7	488	3	495	1.6e-49	196.4
Hvul_v3_XM_002154884.4	ENSP00000358515.4	29.8	496	331	11	7	488	3	495	9.0e-50	197.2
Hvul_v3_XM_004206019.3	ENSP00000331065.4	37.3	51	32	0	63	113	38	88	7.2e-04	43.1
Hvul_v3_XM_047280761.1	ENSP00000367965.2	39.0	105	58	1	86	184	334	438	1.4e-17	89.7
Hvul_v3_XM_047281190.1	ENSP00000305480.2	63.1	379	135	3	27	402	1	377	6.9e-133	473.0
Hvul_v3_XM_047281325.1	ENSP00000305302.10	37.8	558	262	6	37	535	29	560	5.1e-114	411.0
Hvul_v3_XM_047281398.1	ENSP00000429015.1	38.5	117	70	2	11	126	16	131	2.8e-09	63.5
Hvul_v3_XM_002166691.3	ENSP00000329748.5	51.3	532	235	10	10	525	24	547	6.6e-142	503.4
Hvul_v3_XM_002166535.4	ENSP00000308024.2	47.0	596	285	10	14	594	15	594	1.0e-153	543.1
Hvul_v3_XM_004211287.1	ENSP00000387966.2	32.1	196	118	6	1	187	741	930	7.4e-16	83.2
Hvul_v3_XM_047281693.1	ENSP00000406723.3	28.4	599	335	10	17	588	418	949	4.4e-54	211.8
Hvul_v3_XM_047281692.1	ENSP00000261623.3	44.3	158	81	2	1	156	1	153	2.6e-28	124.4
Hvul_v3_XM_047281788.1	ENSP00000269601.4	91.5	142	12	0	1	142	1	142	1.7e-78	290.8
Hvul_v3_XM_002167947.4	ENSP00000493906.1	82.9	105	18	0	81	185	70	174	1.4e-49	196.4
Hvul_v3_XM_012711620.2	ENSP00000486187.1	32.0	387	218	7	13	394	115	461	4.7e-44	178.3
Hvul_v3_XM_012703043.2	ENSP00000333551.3	50.0	240	117	2	23	261	13	250	4.6e-61	233.8
Hvul_v3_XM_047282839.1	ENSP00000480476.1	59.8	1294	496	9	3	1284	7	1288	0.0e+00	1517.7
Hvul_v3_XM_047282969.1	ENSP00000317595.6	47.9	169	81	5	2	167	6	170	6.4e-32	136.3
Hvul_v3_XM_047283146.1	ENSP00000262134.5	40.4	475	273	7	35	504	38	507	2.5e-98	358.6
Hvul_v3_XM_012701455.2	ENSP00000362208.5	27.2	147	96	3	46	182	76	221	5.2e-06	50.4
Hvul_v3_XM_002169234.4	ENSP00000264933.4	66.1	168	57	0	15	182	23	190	1.7e-65	248.1
Hvul_v3_XM_002156686.4	ENSP00000315379.6	42.0	697	355	15	4	667	3	683	1.0e-125	449.9
Hvul_v3_XM_002155485.4	ENSP00000349929.3	27.5	167	115	3	88	251	265	428	7.4e-08	57.0
Hvul_v3_XM_047283614.1	ENSP00000433071.1	42.5	73	42	0	4	76	3	75	3.5e-11	68.2
Hvul_v3_XM_002154939.4	ENSP00000265113.4	51.9	478	204	5	49	522	47	502	2.4e-120	431.8
Hvul_v3_XM_002155752.4	ENSP00000254928.5	31.2	292	172	3	17	279	110	401	1.8e-35	149.1
Hvul_v3_XM_047284202.1	ENSP00000495967.1	51.6	620	282	7	126	739	13	620	6.8e-166	583.6
Hvul_v3_XM_002155422.4	ENSP00000373235.4	36.9	366	210	10	63	419	111	464	4.5e-53	208.0
Hvul_v3_XM_002161216.3	ENSP00000244763.4	44.5	247	128	4	49	294	48	286	9.1e-50	196.4
Hvul_v3_XM_047284726.1	ENSP00000279036.6	40.8	534	300	10	19	542	28	555	1.1e-107	389.8
Hvul_v3_XM_002156159.4	ENSP00000375053.4	42.9	84	47	1	1	83	1	84	1.9e-09	60.8
Hvul_v3_XM_047284905.1	ENSP00000348234.4	55.3	400	178	1	14	412	40	439	1.2e-132	472.2
Hvul_v3_XM_002162212.4	ENSP00000231420.6	55.1	463	207	1	29	490	48	510	2.4e-156	551.2
Hvul_v3_XM_047285117.1	ENSP00000459264.2	41.8	256	135	3	25	266	37	292	6.5e-27	122.1
Hvul_v3_XM_012700404.2	ENSP00000264771.4	25.9	367	260	8	91	450	30	391	3.8e-20	99.0
Hvul_v3_XM_047285400.1	ENSP00000304500.7	61.1	1114	383	9	22	1106	43	1135	0.0e+00	1313.9
Hvul_v3_XM_047285470.1	ENSP00000446439.1	32.0	322	130	6	28	260	75	396	2.0e-32	138.7
Hvul_v3_XM_047281800.1	ENSP00000380872.2	31.0	496	286	18	46	505	66	541	7.1e-54	211.1
Hvul_v3_XM_004211467.3	ENSP00000414802.2	24.7	340	221	8	64	386	16	337	5.5e-13	74.7
Hvul_v3_XM_004211466.2	ENSP00000377353.1	27.6	286	172	7	23	275	7	290	5.2e-10	64.7
Hvul_v3_XM_047286159.1	ENSP00000477868.1	41.5	106	62	0	479	584	207	312	3.7e-14	79.7
Hvul_v3_XM_047286322.1	ENSP00000301015.9	29.2	2572	1447	57	10	2267	10	2520	2.4e-259	895.6
Hvul_v3_XM_002163043.4	ENSP00000037243.2	72.4	116	32	0	1	116	1	116	1.3e-44	177.9
Hvul_v3_XM_002163264.4	ENSP00000216727.4	55.4	193	80	4	37	224	115	306	1.3e-48	192.2
Hvul_v3_XM_047281817.1	ENSP00000425956.2	34.5	1950	1068	43	649	2528	1322	3132	9.2e-284	976.9
Hvul_v3_XM_047287009.1	ENSP00000425956.2	25.4	2136	1243	73	1	1899	3168	5190	3.8e-120	433.0
Hvul_v3_XM_047287154.1	ENSP00000496973.1	38.7	297	167	5	25	308	28	322	2.8e-59	228.4
Hvul_v3_XM_012711606.2	ENSP00000370150.4	52.1	447	185	5	160	580	217	660	1.2e-120	433.0
Hvul_v3_XM_002160948.4	ENSP00000258821.3	39.0	428	254	4	6	428	13	438	9.4e-80	296.6
Hvul_v3_XM_002160007.4	ENSP00000384594.3	32.1	106	69	2	155	260	68	170	4.6e-08	57.8
Hvul_v3_XM_002161512.3	ENSP00000268057.4	46.3	410	213	1	37	439	25	434	1.5e-99	362.5
Hvul_v3_XM_047288280.1	ENSP00000483508.1	31.4	595	349	17	32	597	36	600	7.4e-70	264.2
Hvul_v3_XM_047289031.1	ENSP00000373691.7	25.3	371	238	12	179	526	1189	1543	1.3e-25	117.1
Hvul_v3_XM_047289228.1	ENSP00000333350.4	25.3	241	152	11	94	320	120	346	3.8e-04	45.8
Hvul_v3_XM_004208817.3	ENSP00000362036.3	45.4	97	53	0	10	106	18	114	3.9e-20	96.7
Hvul_v3_XM_012703354.2	ENSP00000360407.2	73.9	261	68	0	56	316	128	388	2.5e-115	414.5
Hvul_v3_XM_047289500.1	ENSP00000360683.3	42.4	323	171	4	1	312	1	319	2.4e-71	268.9
Hvul_v3_XM_047289566.1	ENSP00000225296.3	55.1	626	280	1	42	666	65	690	2.2e-195	681.4
Hvul_v3_XM_047289674.1	ENSP00000367615.3	45.2	168	90	2	30	195	13	180	3.3e-32	137.5
Hvul_v3_XM_047290132.1	ENSP00000415885.2	42.6	669	321	11	9	632	13	663	6.0e-131	467.2
Hvul_v3_XM_002157883.3	ENSP00000390331.1	52.8	53	25	0	7	59	110	162	9.8e-09	58.5
Hvul_v3_XM_047290395.1	ENSP00000341680.6	24.2	277	176	7	12	279	5	256	4.2e-08	58.5
Hvul_v3_XM_047290557.1	ENSP00000369202.2	30.8	380	239	8	816	1175	515	890	9.3e-40	165.2
Hvul_v3_XM_047281874.1	ENSP00000268043.4	24.9	389	235	14	519	898	225	565	2.8e-17	90.1
Hvul_v3_XM_047267012.1	ENSP00000377699.1	24.4	651	425	17	178	789	2381	3003	1.5e-44	180.6
Hvul_v3_XM_047267562.1	ENSP00000358515.4	32.1	470	303	7	71	527	30	496	1.2e-55	216.9
Hvul_v3_XM_012705938.2	ENSP00000496876.1	19.7	436	282	10	18	394	472	898	5.0e-11	68.2
Hvul_v3_XM_002158034.4	ENSP00000358515.4	32.4	500	318	8	63	547	1	495	9.4e-59	227.3
Hvul_v3_XM_047267861.1	ENSP00000386377.1	39.3	634	345	19	51	659	123	741	6.0e-118	424.1
Hvul_v3_XM_002156312.4	ENSP00000365243.3	34.0	103	62	3	49	148	62	161	5.7e-08	56.6
Hvul_v3_XM_047268200.1	ENSP00000353538.3	31.0	1054	660	12	7	1039	25	1032	4.8e-69	262.3
Hvul_v3_XM_047268454.1	ENSP00000345659.2	33.7	264	157	10	138	398	13	261	4.2e-30	131.7
Hvul_v3_XM_047268660.1	ENSP00000366662.2	31.0	326	195	8	21	344	1	298	4.3e-31	134.8
Hvul_v3_XM_047268891.1	ENSP00000178638.3	34.1	270	164	8	29	296	31	288	4.8e-32	137.9
Hvul_v3_XM_047269031.1	ENSP00000178638.3	33.6	268	162	9	68	332	43	297	2.4e-28	125.6
Hvul_v3_XM_047281949.1	ENSP00000268043.4	30.0	160	91	5	112	267	427	569	8.3e-06	50.4
Hvul_v3_XM_047281976.1	ENSP00000268043.4	24.1	307	173	10	1	279	310	584	1.5e-12	72.8
Hvul_v3_XM_004212200.2	ENSP00000268043.4	27.8	133	88	4	35	164	225	352	3.1e-05	47.8
Hvul_v3_XM_004207349.3	ENSP00000262127.2	53.5	662	290	7	1	647	1	659	1.6e-211	734.9
Hvul_v3_XM_047269719.1	ENSP00000491638.1	38.8	549	303	8	89	624	147	675	5.3e-108	391.0
Hvul_v3_XM_047269729.1	ENSP00000382341.3	35.5	493	273	7	1	468	1	473	1.4e-74	279.6
Hvul_v3_XM_047282023.1	ENSP00000370620.2	22.4	219	149	5	5	214	14	220	6.5e-06	51.2
Hvul_v3_XM_047269815.1	ENSP00000320949.5	52.7	2525	979	36	7	2477	3	2365	0.0e+00	2412.5
Hvul_v3_XM_047269831.1	ENSP00000380431.2	84.5	168	26	0	1	168	1	168	5.5e-76	282.7
Hvul_v3_XM_002166964.3	ENSP00000169551.6	44.4	153	81	3	59	208	93	244	8.7e-31	132.9
Hvul_v3_XM_002165247.4	ENSP00000291041.4	51.4	288	138	1	47	334	85	370	1.6e-78	293.1
Hvul_v3_XM_002165223.4	ENSP00000362099.1	37.1	526	291	15	30	530	21	531	1.5e-82	306.2
Hvul_v3_XM_047269849.1	ENSP00000287380.1	42.7	887	488	5	9	879	5	887	2.5e-216	751.5
Hvul_v3_XM_002165785.3	ENSP00000477587.1	41.4	256	140	4	25	278	6	253	2.5e-49	194.9
Hvul_v3_XM_047282053.1	ENSP00000361601.1	19.3	311	215	8	24	308	118	418	8.0e-05	47.4
Hvul_v3_XM_047269920.1	ENSP00000411472.3	24.9	489	341	8	3	483	153	623	6.7e-34	144.4
Hvul_v3_XM_002153898.3	ENSP00000464822.1	46.2	474	249	4	51	523	15	483	9.2e-117	419.9
Hvul_v3_XM_002168569.4	ENSP00000481114.1	42.6	202	99	9	26	219	34	226	1.1e-40	166.0
Hvul_v3_XM_012703993.2	ENSP00000466214.1	56.2	121	51	2	4	123	3	122	2.2e-26	117.5
Hvul_v3_XM_047269990.1	ENSP00000348395.6	56.7	501	211	3	3	500	4	501	1.1e-164	578.9
Hvul_v3_XM_002165441.4	ENSP00000349041.2	32.2	90	60	1	13	102	17	105	1.9e-06	53.5
Hvul_v3_XM_012711745.2	ENSP00000291041.4	43.9	294	159	3	48	338	91	381	1.7e-66	253.1
Hvul_v3_XM_047270053.1	ENSP00000333350.4	26.6	233	141	12	119	337	120	336	2.9e-05	49.7
Hvul_v3_XM_047282083.1	ENSP00000317743.3	30.1	113	66	1	4	116	135	234	1.3e-07	55.1
Hvul_v3_XM_012706541.2	ENSP00000464822.1	46.2	442	232	4	11	451	22	458	1.1e-108	392.9
Hvul_v3_XM_047270101.1	ENSP00000464822.1	44.7	436	235	4	39	473	28	458	2.4e-106	385.2
Hvul_v3_XM_002163684.4	ENSP00000301831.4	33.5	1305	768	24	1	1258	1	1252	1.7e-188	659.4
Hvul_v3_XM_002163672.4	ENSP00000378181.2	32.3	496	296	9	122	586	131	617	1.8e-55	216.5
Hvul_v3_XM_047270191.1	ENSP00000360828.4	51.2	601	255	6	133	699	198	794	2.2e-150	531.9
Hvul_v3_XM_012706652.1	ENSP00000496876.1	29.8	171	110	6	14	183	960	1121	1.4e-03	42.4
Hvul_v3_XM_047270198.1	ENSP00000417175.1	63.4	131	42	4	12	141	3	128	5.1e-39	160.6
Hvul_v3_XM_002163266.4	ENSP00000300413.4	87.6	89	11	0	1	89	1	89	3.5e-38	156.8
Hvul_v3_XM_002163065.4	ENSP00000262498.3	93.8	195	9	1	1	195	1	192	4.0e-102	369.8
Hvul_v3_XM_004207284.2	ENSP00000373354.3	47.9	280	145	1	1	279	342	621	1.8e-76	285.0
Hvul_v3_XM_002162807.4	ENSP00000459634.1	47.3	74	35	1	142	215	19	88	3.2e-08	58.2
Hvul_v3_XM_047270246.1	ENSP00000254803.2	33.1	366	233	3	126	488	123	479	1.7e-37	156.4
Hvul_v3_XM_047270240.1	ENSP00000313854.5	50.9	529	239	7	5	516	7	531	6.5e-147	520.0
Hvul_v3_XM_002164435.4	ENSP00000289382.3	57.8	445	167	5	1	428	61	501	7.6e-133	473.0
Hvul_v3_XM_012704396.2	ENSP00000454244.1	40.8	201	105	3	577	763	349	549	5.3e-33	142.1
Hvul_v3_XM_047270310.1	ENSP00000400614.1	33.2	602	342	6	85	627	184	784	2.6e-94	345.5
Hvul_v3_XM_012702216.2	ENSP00000230256.3	31.6	456	292	5	8	452	6	452	2.9e-58	225.3
Hvul_v3_XM_047270336.1	ENSP00000397459.2	43.0	193	96	1	1	193	1	179	6.3e-45	179.9
Hvul_v3_XM_012702217.2	ENSP00000345281.5	49.1	171	85	1	1	171	1	169	8.9e-40	162.5
Hvul_v3_XM_004208307.3	ENSP00000345281.5	42.8	173	96	1	1	173	1	170	1.0e-32	139.0
Hvul_v3_XM_047270361.1	ENSP00000290649.5	38.3	543	284	8	1	496	1	539	1.7e-100	365.9
Hvul_v3_XM_047270370.1	ENSP00000245407.3	30.5	406	263	7	107	501	115	512	7.7e-44	177.6
Hvul_v3_XM_002167925.3	ENSP00000380998.3	59.8	199	77	1	1	199	1	196	2.5e-59	227.6
Hvul_v3_XM_004211217.1	ENSP00000496876.1	29.3	133	86	2	74	203	1007	1134	1.2e-06	52.8
Hvul_v3_XM_047270428.1	ENSP00000425956.2	30.5	4069	2313	108	1340	5111	1338	5190	0.0e+00	1486.5
Hvul_v3_XM_047282142.1	ENSP00000260045.3	30.1	193	120	6	570	757	558	740	1.7e-15	84.0
Hvul_v3_XM_047270523.1	ENSP00000425956.2	35.6	160	88	4	1	153	3206	3357	1.5e-18	92.0
Hvul_v3_XM_047270468.1	ENSP00000425956.2	28.3	159	100	6	127	276	3583	3736	2.9e-06	53.1
Hvul_v3_XM_047270531.1	ENSP00000425956.2	33.0	2843	1537	79	1	2595	2045	4768	0.0e+00	1213.7
Hvul_v3_XM_047270542.1	ENSP00000425956.2	23.3	797	497	20	1438	2200	1338	2054	1.3e-42	175.6
Hvul_v3_XM_047282155.1	ENSP00000425956.2	35.0	1162	574	33	50	1089	2785	3887	3.9e-155	548.5
Hvul_v3_XM_047282166.1	ENSP00000425956.2	50.7	73	34	1	1	73	2624	2694	5.8e-12	68.9
Hvul_v3_XM_047270616.1	ENSP00000425956.2	37.0	2009	1031	42	2	1924	1498	3357	0.0e+00	1133.6
Hvul_v3_XM_047282184.1	ENSP00000317743.3	26.6	169	86	3	3	135	134	300	1.5e-08	58.9
Hvul_v3_XM_047270638.1	ENSP00000359768.4	23.4	376	259	7	24	395	218	568	1.7e-19	96.3
Hvul_v3_XM_047270691.1	ENSP00000425956.2	30.2	4041	2289	115	1246	4966	1318	5147	0.0e+00	1457.2
Hvul_v3_XM_047270719.1	ENSP00000425956.2	34.4	2474	1323	58	1457	3783	1405	3725	0.0e+00	1198.7
Hvul_v3_XM_047270760.1	ENSP00000425956.2	28.6	255	170	3	247	490	1392	1645	8.0e-25	114.4
Hvul_v3_XM_047282213.1	ENSP00000425956.2	31.4	3416	1969	96	18	3193	1867	5147	0.0e+00	1311.6
Hvul_v3_XM_047270776.1	ENSP00000425956.2	30.1	4045	2312	105	1569	5347	1340	5136	0.0e+00	1476.1
Hvul_v3_XM_002161867.4	ENSP00000252996.3	37.5	499	291	7	279	760	591	1085	5.4e-46	185.3
Hvul_v3_XM_012699539.2	ENSP00000385597.2	25.3	513	317	12	134	598	126	620	1.1e-21	104.8
Hvul_v3_XM_004207016.3	ENSP00000242209.4	32.3	248	133	5	23	260	255	477	3.2e-33	141.4
Hvul_v3_XM_002161320.4	ENSP00000334962.5	36.3	248	142	7	254	497	575	810	3.0e-40	165.6
Hvul_v3_XM_004209478.3	ENSP00000217446.3	41.1	418	229	5	21	425	22	435	1.7e-81	302.4
Hvul_v3_XM_012704622.2	ENSP00000385443.1	32.0	465	286	11	135	573	178	638	1.0e-37	157.5
Hvul_v3_XM_047270928.1	ENSP00000310796.2	35.8	95	53	4	4	92	5	97	9.3e-09	58.5
Hvul_v3_XM_012704621.2	ENSP00000262577.5	50.7	152	73	1	409	558	659	810	4.7e-20	99.0
Hvul_v3_XM_004209477.3	ENSP00000360672.2	49.3	284	131	4	1	276	23	301	6.6e-66	250.0
Hvul_v3_XM_047271000.1	ENSP00000456686.1	47.5	120	63	0	9	128	3	122	1.3e-28	125.2
Hvul_v3_XM_002154334.4	ENSP00000305343.1	70.2	94	27	1	47	139	7	100	4.9e-33	141.0
Hvul_v3_XM_047271053.1	ENSP00000265769.4	27.8	504	317	17	30	518	29	500	1.8e-43	178.3
Hvul_v3_XM_002159263.4	ENSP00000217420.1	29.7	448	265	8	54	494	115	519	7.4e-52	204.1
Hvul_v3_XM_047271210.1	ENSP00000219345.5	41.4	367	206	6	25	389	39	398	1.4e-77	289.3
Hvul_v3_XM_047271218.1	ENSP00000219345.5	41.1	367	209	5	25	390	39	399	1.1e-77	289.7
Hvul_v3_XM_002165852.4	ENSP00000347433.4	25.4	393	254	14	22	400	51	418	2.1e-22	106.3
Hvul_v3_XM_002166080.4	ENSP00000409284.2	73.8	248	65	0	1	248	1	248	1.1e-104	378.6
Hvul_v3_XM_002167367.4	ENSP00000377311.4	58.4	149	60	1	36	182	38	186	1.3e-43	175.3
Hvul_v3_XM_002166236.3	ENSP00000245543.1	60.2	161	62	1	18	176	12	172	8.9e-24	109.4
Hvul_v3_XM_012698348.2	ENSP00000369820.3	58.3	422	173	3	3	422	33	453	1.5e-138	491.9
Hvul_v3_XM_002166324.3	ENSP00000274787.2	46.6	73	39	0	22	94	33	105	3.2e-12	70.1
Hvul_v3_XM_004209810.3	ENSP00000496876.1	20.4	333	189	7	18	301	472	777	3.7e-09	61.6
Hvul_v3_XM_047271294.1	ENSP00000368982.3	48.1	729	278	13	5	714	8	655	1.6e-55	216.9
