metacell	metacell_annotation	color	metacell_top_cell_type	metacell_ann_cell_type	metacell_top_leiden	metacell_ann_leiden
mc.0112	gastrodermis	wheat1	gastrodermis	gastrodermis|0.76;gastrodermis_like_2|0.24	lc034	lc034|0.64;lc037|0.22;lc001|0.08
mc.0080	gastrodermis	wheat1	gastrodermis	gastrodermis|0.59;gastrodermis_like_2|0.41	lc037	lc037|0.41;lc006|0.35;lc008|0.18;lc001|0.06
mc.0114	gastrodermis	wheat1	gastrodermis	gastrodermis|0.52;gastrodermis_muscle|0.44	lc020	lc020|0.44;lc030|0.43;lc008|0.08
mc.0048	gastrodermis	wheat1	gastrodermis	gastrodermis|1.00	lc021	lc021|0.92
mc.0068	gastrodermis_like_2	wheat3	gastrodermis_like_2	gastrodermis_like_2|0.99	lc032	lc032|0.78;lc037|0.18
mc.0072	gastrodermis_like_2	wheat3	gastrodermis_like_2	gastrodermis_like_2|0.94	lc037	lc037|0.94
mc.0045	gastrodermis_like_2	wheat3	gastrodermis_like_2	gastrodermis_like_2|0.94	lc038	lc038|0.93
mc.0165	gastrodermis_like_2	wheat3	gastrodermis_like_2	gastrodermis_like_2|0.73;gastrodermis|0.23	lc038	lc038|0.50;lc030|0.22;lc032|0.15;lc037|0.08
mc.0124	gastrodermis_muscle	burlywood4	gastrodermis_muscle	gastrodermis_muscle|0.64;gastrodermis|0.35	lc020	lc020|0.64;lc026|0.31
mc.0016	gastrodermis_muscle	burlywood4	gastrodermis_muscle	gastrodermis_muscle|0.82;gastrodermis|0.14	lc020	lc020|0.82;lc026|0.14
mc.0062	gastrodermis_muscle	burlywood4	gastrodermis_muscle	gastrodermis_muscle|0.97	lc020	lc020|0.96
mc.0006	gastrodermis_muscle	burlywood4	gastrodermis_muscle	gastrodermis_muscle|0.88;gastrodermis|0.12	lc024	lc024|0.88;lc002|0.08
mc.0123	gastrodermis_muscle	burlywood4	gastrodermis_muscle	gastrodermis_muscle|1.00	lc024	lc024|1.00
mc.0044	gastrodermis_muscle	burlywood4	gastrodermis_muscle	gastrodermis_muscle|0.80;gastrodermis|0.20	lc024	lc024|0.80;lc002|0.18
mc.0141	gastrodermis_alga_hosting	darkolivegreen3	gastrodermis_alga_hosting	gastrodermis_alga_hosting|1.00	lc013	lc013|0.60;lc019|0.40
mc.0113	gastrodermis_alga_hosting	darkolivegreen3	gastrodermis_alga_hosting	gastrodermis_alga_hosting|0.95	lc013	lc013|0.91
mc.0076	gastrodermis_alga_hosting	darkolivegreen3	gastrodermis_alga_hosting	gastrodermis_alga_hosting|1.00	lc013	lc013|0.78;lc019|0.22
mc.0037	gastrodermis_alga_hosting	darkolivegreen3	gastrodermis_alga_hosting	gastrodermis_alga_hosting|1.00	lc013	lc013|0.66;lc019|0.34
mc.0151	gastrodermis_alga_hosting	darkolivegreen3	gastrodermis_alga_hosting	gastrodermis_alga_hosting|0.98	lc013	lc013|0.92;lc019|0.07
mc.0110	gastrodermis_alga_hosting	darkolivegreen3	gastrodermis_alga_hosting	gastrodermis_alga_hosting|1.00	lc019	lc019|0.61;lc013|0.39
mc.0136	gastrodermis_alga_hosting	darkolivegreen3	gastrodermis_alga_hosting	gastrodermis_alga_hosting|1.00	lc019	lc019|0.57;lc013|0.43
mc.0027	gastrodermis_alga_hosting	darkolivegreen3	gastrodermis_alga_hosting	gastrodermis_alga_hosting|1.00	lc019	lc019|0.82;lc013|0.18
mc.0117	gastrodermis_alga_hosting	darkolivegreen3	gastrodermis_alga_hosting	gastrodermis_alga_hosting|1.00	lc019	lc019|0.59;lc013|0.41
mc.0145	digestive_filaments	pink3	digestive_filaments	digestive_filaments|1.00	lc007	lc007|0.48;lc016|0.46;lc012|0.06
mc.0159	digestive_filaments	pink3	digestive_filaments	digestive_filaments|0.95	lc007	lc007|0.95
mc.0133	digestive_filaments	pink3	digestive_filaments	digestive_filaments|0.98	lc007	lc007|0.98
mc.0105	epidermis	cadetblue2	epidermis	epidermis|1.00	lc032	lc032|0.97
mc.0121	epidermis	cadetblue2	epidermis	epidermis|1.00	lc032	lc032|0.82;lc018|0.16
mc.0142	epidermis	cadetblue2	epidermis	epidermis|1.00	lc010	lc010|0.68;lc014|0.29
mc.0135	epidermis	cadetblue2	epidermis	epidermis|1.00	lc010	lc010|0.91;lc022|0.06
mc.0069	epidermis	cadetblue2	epidermis	epidermis|1.00	lc010	lc010|0.51;lc023|0.49
mc.0171	epidermis	cadetblue2	epidermis	epidermis|1.00	lc010	lc010|0.35;lc043|0.31;lc014|0.29
mc.0172	epidermis	cadetblue2	epidermis	epidermis|0.98	lc010	lc010|0.68;lc023|0.25
mc.0073	epidermis	cadetblue2	epidermis	epidermis|1.00	lc012	lc012|0.78;lc016|0.22
mc.0002	epidermis	cadetblue2	epidermis	epidermis|1.00	lc012	lc012|0.55;lc016|0.30;lc022|0.15
mc.0012	epidermis	cadetblue2	epidermis	epidermis|1.00	lc012	lc012|0.52;lc022|0.25;lc016|0.15;lc010|0.07
mc.0019	epidermis	cadetblue2	epidermis	epidermis|1.00	lc012	lc012|0.57;lc016|0.43
mc.0153	epidermis	cadetblue2	epidermis	epidermis|1.00	lc012	lc012|0.53;lc022|0.27;lc016|0.20
mc.0164	epidermis	cadetblue2	epidermis	epidermis|1.00	lc012	lc012|0.87;lc016|0.09
mc.0028	epidermis	cadetblue2	epidermis	epidermis|1.00	lc014	lc014|0.71;lc043|0.21;lc010|0.08
mc.0119	epidermis	cadetblue2	epidermis	epidermis|1.00	lc014	lc014|0.89;lc043|0.08
mc.0031	epidermis	cadetblue2	epidermis	epidermis|1.00	lc014	lc014|0.69;lc023|0.17;lc010|0.14
mc.0120	epidermis	cadetblue2	epidermis	epidermis|0.99	lc014	lc014|0.94
mc.0102	epidermis	cadetblue2	epidermis	epidermis|0.86;digestive_filaments|0.08;germline_oocytes_1|0.06	lc014	lc014|0.38;lc010|0.30;lc018|0.10;lc007|0.08;lc043|0.08;lc021|0.06
mc.0057	epidermis	cadetblue2	epidermis	epidermis|0.95;digestive_filaments|0.05	lc016	lc016|0.52;lc018|0.38;lc007|0.05
mc.0106	epidermis	cadetblue2	epidermis	epidermis|1.00	lc016	lc016|0.41;lc022|0.29;lc010|0.21;lc023|0.07
mc.0096	epidermis	cadetblue2	epidermis	epidermis|1.00	lc016	lc016|0.44;lc012|0.40;lc022|0.15
mc.0149	epidermis	cadetblue2	epidermis	epidermis|0.85;digestive_filaments|0.08;neurosecretory_progenitors|0.08	lc016	lc016|0.53;lc012|0.32;lc007|0.08;lc029|0.08
mc.0007	epidermis	cadetblue2	epidermis	epidermis|0.96	lc016	lc016|0.78;lc012|0.18
mc.0128	epidermis	cadetblue2	epidermis	epidermis|1.00	lc018	lc018|0.75;lc010|0.24
mc.0008	epidermis	cadetblue2	epidermis	epidermis|1.00	lc018	lc018|0.48;lc032|0.47
mc.0075	epidermis	cadetblue2	epidermis	epidermis|0.88;gastrodermis_like_2|0.08	lc018	lc018|0.85;lc032|0.08
mc.0132	epidermis	cadetblue2	epidermis	epidermis|0.97	lc018	lc018|0.92;lc010|0.05
mc.0041	epidermis	cadetblue2	epidermis	epidermis|0.99	lc018	lc018|0.50;lc014|0.26;lc043|0.23
mc.0140	epidermis	cadetblue2	epidermis	epidermis|1.00	lc022	lc022|0.43;lc012|0.37;lc016|0.20
mc.0129	epidermis	cadetblue2	epidermis	epidermis|1.00	lc022	lc022|0.43;lc010|0.30;lc023|0.26
mc.0020	epidermis	cadetblue2	epidermis	epidermis|0.96	lc022	lc022|0.54;lc010|0.21;lc016|0.17
mc.0014	epidermis	cadetblue2	epidermis	epidermis|1.00	lc022	lc022|0.82;lc023|0.11
mc.0170	epidermis	cadetblue2	epidermis	epidermis|0.95	lc022	lc022|0.40;lc018|0.24;lc010|0.23
mc.0054	epidermis	cadetblue2	epidermis	epidermis|1.00	lc023	lc023|0.91
mc.0143	epidermis	cadetblue2	epidermis	epidermis|0.99	lc023	lc023|0.72;lc022|0.15;lc012|0.06;lc016|0.05
mc.0034	epidermis	cadetblue2	epidermis	epidermis|1.00	lc023	lc023|0.46;lc022|0.35;lc012|0.16
mc.0043	epidermis	cadetblue2	epidermis	epidermis|0.85;digestive_filaments|0.15	lc043	lc043|0.52;lc010|0.26;lc007|0.15;lc014|0.07
mc.0079	calicoblast	mediumpurple1	calicoblast	calicoblast|0.96	lc011	lc011|0.90;lc036|0.06
mc.0029	calicoblast	mediumpurple1	calicoblast	calicoblast|1.00	lc011	lc011|0.85;lc036|0.15
mc.0067	calicoblast	mediumpurple1	calicoblast	calicoblast|1.00	lc011	lc011|0.99
mc.0154	calicoblast	mediumpurple1	calicoblast	calicoblast|1.00	lc011	lc011|0.99
mc.0161	calicoblast	mediumpurple1	calicoblast	calicoblast|1.00	lc011	lc011|0.88;lc036|0.12
mc.0098	calicoblast	mediumpurple1	calicoblast	calicoblast|0.85;digestive_filaments|0.15	lc036	lc036|0.85;lc007|0.15
mc.0056	calicoblast	mediumpurple1	calicoblast	calicoblast|1.00	lc036	lc036|0.94;lc011|0.06
mc.0115	neurosecretory_progenitors	slategray3	neurosecretory_progenitors	neurosecretory_progenitors|0.76;epidermis|0.15;digestive_filaments|0.09	lc029	lc029|0.76;lc016|0.15;lc007|0.09
mc.0004	neurosecretory_progenitors	slategray3	neurosecretory_progenitors	neurosecretory_progenitors|0.82;gland_2|0.14	lc029	lc029|0.82;lc025|0.14
mc.0064	neurosecretory_progenitors	slategray3	neurosecretory_progenitors	neurosecretory_progenitors|0.91;gland_2|0.05	lc029	lc029|0.91;lc025|0.05
mc.0059	neuron_Pou4_1	royalblue1	neuron_Pou4_1	neuron_Pou4_1|0.78;gland_3|0.22	lc027	lc027|0.78;lc004|0.22
mc.0156	neuron_Pou4_1	royalblue1	neuron_Pou4_1	neuron_Pou4_1|0.99	lc027	lc027|0.99
mc.0036	neuron_Pou4_1	royalblue1	neuron_Pou4_1	neuron_Pou4_1|0.88;gland_3|0.12	lc027	lc027|0.88;lc004|0.12
mc.0011	neuron_Pou4_2	royalblue2	neuron_Pou4_2	neuron_Pou4_2|0.81;neuron_Pou4_1|0.08;neuron_Pou4_Gsx|0.06	lc031	lc031|0.79;lc027|0.08;lc039|0.06
mc.0095	neuron_Pou4_2	royalblue2	neuron_Pou4_2	neuron_Pou4_2|0.98	lc031	lc031|0.95
mc.0050	neuron_Pou4_2	royalblue2	neuron_Pou4_2	neuron_Pou4_2|1.00	lc046	lc046|0.81;lc031|0.19
mc.0001	neuron_Pou4_2	royalblue2	neuron_Pou4_2	neuron_Pou4_2|1.00	lc004	lc004|0.63;lc031|0.32
mc.0078	neuron_Pou4_Gsx	royalblue3	neuron_Pou4_Gsx	neuron_Pou4_Gsx|0.91	lc039	lc039|0.91
mc.0055	neuron_Pou4_Gsx	royalblue3	neuron_Pou4_Gsx	neuron_Pou4_Gsx|0.63;neuron_Pou4_1|0.36	lc039	lc039|0.63;lc027|0.36
mc.0082	neuron_Pou4_Otp	royalblue4	neuron_Pou4_Otp	neuron_Pou4_Otp|0.95;neuron_Isl|0.05	lc035	lc035|0.95;lc015|0.05
mc.0025	neuron_Pou4_Otp	royalblue4	neuron_Pou4_Otp	neuron_Pou4_Otp|0.71;neuron_Isl|0.29	lc035	lc035|0.71;lc015|0.29
mc.0101	neuron_Isl	steelblue1	neuron_Isl	neuron_Isl|0.77;neuron_Pou4_Otp|0.13;neuron_Pou4_Gsx|0.08	lc015	lc015|0.77;lc035|0.13;lc039|0.08
mc.0108	neuron_Isl	steelblue1	neuron_Isl	neuron_Isl|0.92	lc015	lc015|0.92
mc.0030	neuron_Isl	steelblue1	neuron_Isl	neuron_Isl|1.00	lc015	lc015|0.72;lc017|0.10;lc025|0.09;lc004|0.09
mc.0070	neuron_Isl	steelblue1	neuron_Isl	neuron_Isl|0.66;gland_3|0.18;neuron_Pou4_1|0.14	lc015	lc015|0.66;lc004|0.18;lc027|0.14
mc.0169	neuron_Isl	steelblue1	neuron_Isl	neuron_Isl|1.00	lc017	lc017|0.71;lc004|0.16;lc025|0.12
mc.0033	neuron_Isl	steelblue1	neuron_Isl	neuron_Isl|1.00	lc017	lc017|0.77;lc004|0.12;lc025|0.11
mc.0052	neuron_Isl	steelblue1	neuron_Isl	neuron_Isl|1.00	lc025	lc025|0.64;lc017|0.19;lc029|0.15
mc.0116	neuron_Isl	steelblue1	neuron_Isl	neuron_Isl|1.00	lc025	lc025|0.54;lc017|0.38;lc029|0.06
mc.0081	neuron_Isl_Nkx6	steelblue2	neuron_Isl_Nkx6	neuron_Isl_Nkx6|0.92;gland_2|0.07	lc042	lc042|0.92;lc017|0.07
mc.0061	neuron_Atoh8	steelblue3	neuron_Atoh8	neuron_Atoh8|1.00	lc005	lc005|0.99
mc.0127	neuron_Atoh8	steelblue3	neuron_Atoh8	neuron_Atoh8|1.00	lc005	lc005|0.52;lc044|0.48
mc.0042	neuron_Atoh8	steelblue3	neuron_Atoh8	neuron_Atoh8|1.00	lc005	lc005|0.96
mc.0138	neuron_Atoh8	steelblue3	neuron_Atoh8	neuron_Atoh8|1.00	lc005	lc005|0.81;lc044|0.19
mc.0088	neuron_Atoh8	steelblue3	neuron_Atoh8	neuron_Atoh8|1.00	lc005	lc005|0.70;lc044|0.30
mc.0024	neuron_Atoh8	steelblue3	neuron_Atoh8	neuron_Atoh8|1.00	lc005	lc005|0.90;lc044|0.10
mc.0122	neuron_Atoh8	steelblue3	neuron_Atoh8	neuron_Atoh8|1.00	lc005	lc005|0.94;lc044|0.06
mc.0046	gland_1_Xbp	sienna1	gland_1_Xbp	gland_1_Xbp|1.00	lc045	lc045|0.88;lc007|0.07
mc.0074	gland_2	sienna2	gland_2	gland_2|0.42;neuron_Isl|0.26;neuron_Pou4_2|0.15;gland_3|0.11	lc017	lc017|0.40;lc015|0.26;lc031|0.15;lc004|0.11
mc.0146	gland_2	sienna2	gland_2	gland_2|0.73;gland_3|0.27	lc017	lc017|0.44;lc025|0.29;lc004|0.27
mc.0099	gland_2	sienna2	gland_2	gland_2|0.91;gland_3|0.09	lc017	lc017|0.89;lc004|0.09
mc.0063	gland_2	sienna2	gland_2	gland_2|0.79;gland_3|0.10;neurosecretory_progenitors|0.08	lc025	lc025|0.73;lc004|0.10;lc029|0.08;lc017|0.06
mc.0017	gland_3	sienna3	gland_3	gland_3|0.56;digestive_filaments|0.29;gland_2|0.12	lc004	lc004|0.56;lc007|0.29;lc025|0.09
mc.0086	gland_3	sienna3	gland_3	gland_3|0.98	lc004	lc004|0.98
mc.0092	gland_3	sienna3	gland_3	gland_3|0.69;gland_2|0.31	lc004	lc004|0.69;lc017|0.19;lc025|0.12
mc.0104	gland_3	sienna3	gland_3	gland_3|0.70;gland_2|0.20;neuron_Isl|0.06	lc004	lc004|0.70;lc025|0.12;lc017|0.08;lc015|0.06
mc.0125	cnidocyte	mediumorchid3	cnidocyte	cnidocyte|1.00	lc050	lc050|0.55;lc007|0.12;lc029|0.11;lc008|0.05
mc.0049	immune_nascent	plum1	immune_nascent	immune_nascent|0.88;digestive_filaments|0.08	lc041	lc041|0.88;lc007|0.08
mc.0005	immune_macrophage_like_1	plum3	immune_macrophage_like_1	immune_macrophage_like_1|0.92	lc040	lc040|0.92
mc.0103	immune_macrophage_like_2	plum4	immune_macrophage_like_2	immune_macrophage_like_2|0.44;immune_macrophage|0.39;immune_nascent|0.09	lc048	lc048|0.44;lc049|0.39;lc041|0.09
mc.0060	germline_oocytes_1	khaki2	germline_oocytes_1	germline_oocytes_1|1.00	lc021	lc021|1.00
mc.0094	germline_oocytes_1	khaki2	germline_oocytes_1	germline_oocytes_1|0.91	lc021	lc021|0.91
mc.0022	germline_oocytes_2	khaki3	germline_oocytes_2	germline_oocytes_2|0.89	lc047	lc047|0.89
